-135.000004	0.484000
-134.666705	0.486000
-134.333397	0.513000
-134.000098	0.515000
-133.666800	0.523000
-133.333501	0.519000
-133.000202	0.511000
-132.666904	0.499000
-132.333605	0.501000
-132.000306	0.489000
-131.667008	0.480000
-131.333709	0.475000
-131.000410	0.475000
-130.667102	0.475000
-130.333803	0.474000
-130.000505	0.485000
-129.667206	0.481000
-129.333898	0.467000
-129.000599	0.475000
-128.667291	0.473000
-128.333992	0.479000
-128.000693	0.479000
-127.667395	0.473000
-127.334096	0.470000
-127.000797	0.490000
-126.667499	0.464000
-126.334200	0.457000
-126.000901	0.475000
-125.667603	0.476000
-125.334304	0.491000
-125.000996	0.481000
-124.667697	0.486000
-124.334398	0.499000
-124.001100	0.497000
-123.667801	0.511000
-123.334502	0.499000
-123.001204	0.518000
-122.667905	0.514000
-122.334606	0.511000
-122.001308	0.515000
-121.667999	0.521000
-121.334701	0.512000
-121.001402	0.515000
-120.668103	0.510000
-120.334805	0.512000
-120.001506	0.516000
-119.668198	0.515000
-119.334909	0.517000
-119.001591	0.526000
-118.668311	0.532000
-118.334993	0.522000
-118.001695	0.529000
-117.668396	0.522000
-117.335097	0.518000
-117.001799	0.529000
-116.668500	0.542000
-116.335201	0.523000
-116.001893	0.514000
-115.668594	0.520000
-115.335296	0.517000
-115.001997	0.523000
-114.668698	0.522000
-114.335400	0.527000
-114.002101	0.520000
-113.668802	0.527000
-113.335504	0.515000
-113.002205	0.521000
-112.668906	0.523000
-112.335598	0.528000
-112.002299	0.525000
-111.669001	0.532000
-111.335702	0.527000
-111.002403	0.534000
-110.669105	0.526000
-110.335806	0.521000
-110.002498	0.532000
-109.669199	0.535000
-109.335900	0.536000
-109.002602	0.547000
-108.669303	0.558000
-108.336004	0.537000
-108.002706	0.565000
-107.669397	0.557000
-107.336099	0.576000
-107.002800	0.579000
-106.669501	0.578000
-106.336193	0.572000
-106.002894	0.566000
-105.669596	0.583000
-105.336297	0.585000
-105.002998	0.606000
-104.669700	0.586000
-104.336401	0.583000
-104.003102	0.587000
-103.669804	0.579000
-103.336495	0.585000
-103.003197	0.597000
-102.669898	0.592000
-102.336599	0.599000
-102.003301	0.596000
-101.670002	0.623000
-101.336703	0.604000
-101.003405	0.622000
-100.670106	0.626000
-100.336807	0.646000
-100.003509	0.627000
-99.670200	0.605000
-99.336902	0.623000
-99.003603	0.638000
-98.670295	0.595000
-98.336996	0.603000
-98.003697	0.635000
-97.670399	0.645000
-97.337100	0.647000
-97.003801	0.653000
-96.670503	0.656000
-96.337204	0.659000
-96.003896	0.660000
-95.670597	0.662000
-95.337298	0.664000
-95.004000	0.666000
-94.670701	0.670000
-94.337402	0.674000
-94.004094	0.677000
-93.670795	0.678000
-93.337497	0.683000
-93.004198	0.686000
-92.670899	0.689000
-92.337601	0.696000
-92.004302	0.693000
-91.671003	0.697000
-91.337705	0.702000
-91.004406	0.703000
-90.671107	0.712000
-90.337799	0.713000
-90.004500	0.719000
-89.671202	0.731000
-89.337903	0.733000
-89.004604	0.735000
-88.671306	0.728000
-88.337997	0.731000
-88.004699	0.743000
-87.671400	0.758000
-87.338101	0.763000
-87.004803	0.769000
-86.671504	0.769000
-86.338205	0.775000
-86.004907	0.762000
-85.671598	0.776000
-85.338300	0.784000
-85.005001	0.786000
-84.671693	0.794000
-84.338394	0.804000
-84.005095	0.809000
-83.671797	0.821000
-83.338498	0.838000
-83.005199	0.829000
-82.671901	0.833000
-82.338602	0.870000
-82.005303	0.881000
-81.672005	0.902000
-81.338701	0.902000
-81.005402	0.916000
-80.672104	0.932000
-80.338800	0.941000
-80.005502	0.942000
-79.672203	0.942000
-79.338904	0.963000
-79.005606	0.960000
